Date,Bullish Intensity,Bearish Intensity,Bull - Bear,Bullish Messages,Bearish Messages,Total Messages
2014-03-07,2.16,0.0,2.16,1.0,0.0,11.0
2014-03-06,1.96,1.0,0.96,1.0,1.0,24.0
2014-03-05,2.255,0.0,2.255,2.0,0.0,16.0
2014-03-04,2.4,0.0,2.4,1.0,0.0,23.0
2014-03-03,1.616667,1.69,-0.073333,6.0,7.0,28.0
2014-03-02,1.274,2.5,-1.226,5.0,1.0,25.0
2014-03-01,0.0,0.0,0.0,0.0,0.0,15.0
2014-02-28,1.78,1.853333,-0.073333,4.0,3.0,38.0
2014-02-27,1.605,0.0,1.605,2.0,0.0,20.0
2014-02-26,1.615,0.8,0.815,12.0,2.0,39.0
2014-02-25,1.793125,2.120667,-0.327542,16.0,15.0,109.0
2014-02-24,1.517778,1.35,0.167778,9.0,2.0,37.0
2014-02-23,0.0,0.0,0.0,0.0,0.0,11.0
2014-02-22,1.153333,0.0,1.153333,3.0,0.0,8.0
2014-02-21,1.996,0.0,1.996,5.0,0.0,30.0
2014-02-20,1.5625,1.796,-0.2335,4.0,10.0,43.0
2014-02-19,0.0,0.0,0.0,0.0,0.0,7.0
2014-02-18,0.964,1.89,-0.926,5.0,1.0,17.0
2014-02-17,1.785,2.15,-0.365,4.0,3.0,28.0
2014-02-16,1.418333,1.69,-0.271667,6.0,5.0,42.0
2014-02-15,0.0,1.9,-1.9,0.0,2.0,9.0
2014-02-14,1.965714,2.0825,-0.116786,7.0,4.0,35.0
2014-02-13,1.5,2.145,-0.645,2.0,2.0,19.0
2014-02-12,0.03,1.04,-1.01,1.0,1.0,22.0
2014-02-11,1.22,0.0,1.22,1.0,0.0,22.0
2014-02-10,1.177778,1.535,-0.357222,9.0,4.0,52.0
2014-02-09,2.276667,2.225,0.051667,3.0,2.0,8.0
2014-02-08,0.0,4.0,-4.0,0.0,1.0,11.0
2014-02-07,1.434,1.91125,-0.47725,5.0,8.0,29.0
2014-02-06,0.67,2.39,-1.72,1.0,2.0,14.0
2014-02-05,0.0,1.05,-1.05,0.0,2.0,9.0
2014-02-04,2.22,0.0,2.22,1.0,0.0,7.0
2014-02-03,0.0,2.05,-2.05,0.0,2.0,4.0
2014-02-02,2.69,0.0,2.69,1.0,0.0,3.0
2014-02-01,1.49,0.0,1.49,3.0,0.0,10.0
2014-01-31,0.0,1.3,-1.3,0.0,2.0,7.0
2014-01-30,0.0,2.1,-2.1,0.0,1.0,17.0
2014-01-29,0.0,1.6,-1.6,0.0,1.0,10.0
2014-01-28,2.56,0.0,2.56,1.0,0.0,11.0
2014-01-27,1.91,1.89,0.02,2.0,1.0,40.0
2014-01-26,0.0,0.0,0.0,0.0,0.0,9.0
2014-01-25,0.0,0.0,0.0,0.0,0.0,5.0
2014-01-24,0.0,0.0,0.0,0.0,0.0,15.0
2014-01-23,0.775,0.21,0.565,2.0,1.0,13.0
2014-01-22,1.39,1.685,-0.295,1.0,2.0,15.0
2014-01-21,0.85,1.586,-0.736,2.0,5.0,19.0
2014-01-20,1.726,0.0,1.726,5.0,0.0,27.0
2014-01-19,1.186667,0.13,1.056667,3.0,1.0,19.0
2014-01-18,0.0,0.0,0.0,0.0,0.0,2.0
2014-01-17,1.2,0.0,1.2,1.0,0.0,11.0
2014-01-16,1.515,0.655,0.86,2.0,2.0,13.0
2014-01-15,2.39,1.72,0.67,2.0,2.0,13.0
2014-01-14,2.24,1.8,0.44,1.0,1.0,15.0
2014-01-13,1.883333,0.0,1.883333,3.0,0.0,14.0
2014-01-12,0.0,0.0,0.0,0.0,0.0,5.0
2014-01-11,1.85,1.7,0.15,1.0,1.0,12.0
2014-01-10,1.6775,0.0,1.6775,4.0,0.0,27.0
2014-01-09,1.844,2.185,-0.341,5.0,2.0,39.0
2014-01-08,0.0,2.27,-2.27,0.0,1.0,14.0
2014-01-07,0.615,2.16,-1.545,2.0,3.0,24.0
2014-01-06,2.215,0.0,2.215,2.0,0.0,18.0
2014-01-05,1.773,1.35,0.423,10.0,2.0,34.0
2014-01-04,0.0,2.89,-2.89,0.0,1.0,20.0
2014-01-03,1.925,0.0,1.925,2.0,0.0,16.0
2014-01-02,2.4375,1.538,0.8995,4.0,5.0,46.0
2014-01-01,1.95,0.0,1.95,1.0,0.0,14.0
2013-12-31,1.43,0.0,1.43,3.0,0.0,12.0
2013-12-30,1.08,2.67,-1.59,2.0,1.0,8.0
2013-12-29,1.476667,0.09,1.386667,3.0,1.0,9.0
2013-12-28,0.0,0.0,0.0,0.0,0.0,4.0
2013-12-27,1.01,1.675,-0.665,1.0,4.0,23.0
2013-12-26,2.005,1.34,0.665,6.0,2.0,23.0
2013-12-25,1.69,0.0,1.69,3.0,0.0,11.0
2013-12-24,2.066,0.0,2.066,5.0,0.0,11.0
2013-12-23,1.955556,2.1,-0.144444,9.0,1.0,32.0
2013-12-22,0.983333,2.3175,-1.334167,3.0,4.0,21.0
2013-12-21,2.705,0.0,2.705,2.0,0.0,13.0
2013-12-20,1.156667,2.195,-1.038333,3.0,4.0,31.0
2013-12-19,1.677692,1.676,0.001692,13.0,5.0,55.0
2013-12-18,1.376111,1.615217,-0.239106,18.0,23.0,124.0
2013-12-17,1.775556,2.1975,-0.421944,9.0,8.0,44.0
2013-12-16,1.3225,1.6875,-0.365,8.0,8.0,50.0
2013-12-15,1.565,2.143333,-0.578333,4.0,3.0,21.0
2013-12-14,0.0,2.0,-2.0,0.0,1.0,6.0
2013-12-13,1.915,2.13,-0.215,6.0,1.0,28.0
2013-12-12,1.958,1.085,0.873,5.0,6.0,39.0
2013-12-11,1.447143,1.886,-0.438857,7.0,5.0,36.0
2013-12-10,2.038824,0.0,2.038824,17.0,0.0,77.0
2013-12-09,1.919231,1.3,0.619231,13.0,1.0,51.0
2013-12-08,1.815455,1.8425,-0.027045,11.0,4.0,40.0
2013-12-07,1.41,1.485455,-0.075455,10.0,11.0,51.0
2013-12-06,1.291667,1.555789,-0.264123,18.0,19.0,104.0
2013-12-05,1.495,2.025714,-0.530714,12.0,7.0,82.0
2013-12-04,1.688,0.0,1.688,5.0,0.0,64.0
2013-12-03,0.832,1.683333,-0.851333,5.0,3.0,29.0
2013-12-02,1.987778,1.716667,0.271111,9.0,6.0,41.0
2013-12-01,1.95125,2.084615,-0.133365,8.0,13.0,68.0
2013-11-30,1.825,0.5,1.325,2.0,1.0,21.0
2013-11-29,1.488333,1.203333,0.285,12.0,3.0,65.0
2013-11-28,1.6175,1.6,0.0175,8.0,1.0,38.0
2013-11-27,2.033125,1.627778,0.405347,16.0,9.0,91.0
2013-11-26,2.384545,2.56,-0.175455,11.0,1.0,41.0
2013-11-25,1.738333,0.0,1.738333,6.0,0.0,31.0
2013-11-24,1.441667,2.22,-0.778333,6.0,1.0,24.0
2013-11-23,1.24,2.22,-0.98,2.0,2.0,42.0
2013-11-22,1.537778,1.476667,0.061111,9.0,6.0,46.0
2013-11-21,1.891111,0.0,1.891111,9.0,0.0,32.0
2013-11-20,1.69,1.68,0.01,8.0,7.0,47.0
2013-11-19,1.803077,1.499167,0.30391,13.0,12.0,91.0
2013-11-18,1.736667,1.888571,-0.151905,48.0,21.0,298.0
2013-11-17,1.867778,0.15,1.717778,9.0,2.0,45.0
2013-11-16,1.8025,2.19,-0.3875,4.0,1.0,18.0
2013-11-15,1.07,2.18,-1.11,2.0,3.0,19.0
2013-11-14,1.205556,0.0,1.205556,9.0,0.0,39.0
2013-11-13,1.8375,0.85,0.9875,8.0,2.0,39.0
2013-11-12,2.0925,0.0,2.0925,4.0,0.0,16.0
2013-11-11,2.25,2.58,-0.33,9.0,1.0,19.0
2013-11-10,1.5,1.5,0.0,1.0,4.0,24.0
2013-11-09,1.455,2.016,-0.561,6.0,5.0,25.0
2013-11-08,2.065,2.16,-0.095,10.0,2.0,24.0
2013-11-07,2.003333,0.0,2.003333,12.0,0.0,33.0
2013-11-06,2.467,1.49,0.977,10.0,5.0,35.0
2013-11-05,2.15,0.34,1.81,6.0,1.0,15.0
2013-11-04,2.59,0.0,2.59,1.0,0.0,4.0
2013-11-03,1.33,0.0,1.33,1.0,0.0,7.0
2013-11-02,0.0,0.0,0.0,0.0,0.0,6.0
2013-11-01,0.0,0.0,0.0,0.0,0.0,5.0
2013-10-31,0.0,0.0,0.0,0.0,0.0,21.0
2013-10-30,0.0,0.0,0.0,0.0,0.0,2.0
2013-10-29,1.945,0.0,1.945,2.0,0.0,8.0
2013-10-28,0.0,0.0,0.0,0.0,0.0,5.0
2013-10-27,0.11,0.0,0.11,2.0,0.0,6.0
2013-10-26,0.0,0.0,0.0,0.0,0.0,1.0
2013-10-25,1.8,0.0,1.8,1.0,0.0,4.0
2013-10-24,2.133333,0.0,2.133333,3.0,0.0,12.0
2013-10-23,1.9675,0.0,1.9675,4.0,0.0,11.0
2013-10-22,1.464,0.0,1.464,5.0,0.0,9.0
2013-10-21,2.16,0.0,2.16,1.0,0.0,2.0
2013-10-19,0.0,0.0,0.0,0.0,0.0,3.0
2013-10-18,2.69,0.0,2.69,3.0,0.0,3.0
2013-10-16,0.0,0.0,0.0,0.0,0.0,2.0
2013-10-15,2.421429,1.9,0.521429,7.0,1.0,41.0
2013-10-14,2.52,0.0,2.52,1.0,0.0,2.0
2013-10-13,0.0,0.0,0.0,0.0,0.0,2.0
2013-10-11,1.94,0.0,1.94,1.0,0.0,3.0
2013-10-10,0.0,0.0,0.0,0.0,0.0,1.0
2013-10-09,0.0,0.0,0.0,0.0,0.0,1.0
2013-10-08,0.0,0.0,0.0,0.0,0.0,3.0
2013-10-07,0.0,1.94,-1.94,0.0,1.0,4.0
2013-10-05,0.0,2.5,-2.5,0.0,1.0,2.0
2013-10-04,1.7,0.0,1.7,2.0,0.0,9.0
2013-10-03,0.0,0.0,0.0,0.0,0.0,6.0
2013-10-02,0.0,2.695,-2.695,0.0,2.0,7.0
2013-10-01,0.0,0.0,0.0,0.0,0.0,2.0
2013-09-29,1.91,0.0,1.91,1.0,0.0,2.0
2013-09-26,0.5,0.0,0.5,1.0,0.0,6.0
2013-09-25,0.0,0.0,0.0,0.0,0.0,1.0
2013-09-24,0.0,0.0,0.0,0.0,0.0,1.0
2013-09-23,0.0,0.0,0.0,0.0,0.0,1.0
2013-09-20,1.2,0.0,1.2,1.0,0.0,7.0
2013-09-18,1.495,0.0,1.495,2.0,0.0,3.0
2013-09-17,0.0,0.0,0.0,0.0,0.0,3.0
2013-09-16,2.13,0.0,2.13,1.0,0.0,2.0
2013-09-14,0.0,1.67,-1.67,0.0,1.0,1.0
2013-09-13,1.9,0.0,1.9,1.0,0.0,1.0
2013-09-12,0.0,0.0,0.0,0.0,0.0,1.0
2013-09-11,0.0,0.0,0.0,0.0,0.0,1.0
2013-09-10,0.0,0.0,0.0,0.0,0.0,1.0
2013-09-09,2.26,0.0,2.26,1.0,0.0,1.0
2013-09-06,0.0,0.0,0.0,0.0,0.0,1.0
2013-09-05,0.0,0.0,0.0,0.0,0.0,2.0
2013-09-04,0.0,0.0,0.0,0.0,0.0,2.0
2013-09-02,0.0,0.0,0.0,0.0,0.0,1.0
2013-09-01,1.56,0.0,1.56,1.0,0.0,2.0
2013-08-31,0.0,1.686667,-1.686667,0.0,3.0,3.0
2013-08-30,2.635,2.39,0.245,2.0,1.0,4.0
2013-08-29,0.0,0.0,0.0,0.0,0.0,1.0
2013-08-28,2.67,0.0,2.67,1.0,0.0,1.0
2013-08-27,0.0,0.0,0.0,0.0,0.0,2.0
2013-08-26,0.0,0.0,0.0,0.0,0.0,3.0
2013-08-24,0.0,0.0,0.0,0.0,0.0,1.0
2013-08-23,0.0,0.0,0.0,0.0,0.0,1.0
2013-08-21,0.0,0.0,0.0,0.0,0.0,2.0
2013-08-20,2.05,0.0,2.05,1.0,0.0,3.0
2013-08-19,2.38,0.0,2.38,1.0,0.0,3.0
2013-08-18,0.0,0.0,0.0,0.0,0.0,2.0
2013-08-15,0.0,0.0,0.0,0.0,0.0,1.0
2013-08-14,2.38,0.0,2.38,1.0,0.0,4.0
2013-08-13,0.0,0.0,0.0,0.0,0.0,2.0
2013-08-11,0.0,0.0,0.0,0.0,0.0,1.0
2013-08-10,2.35,0.0,2.35,2.0,0.0,9.0
2013-08-09,0.11,0.0,0.11,1.0,0.0,5.0
2013-08-07,0.0,0.0,0.0,0.0,0.0,1.0
2013-08-05,0.0,0.0,0.0,0.0,0.0,1.0
2013-08-04,0.0,0.0,0.0,0.0,0.0,2.0
2013-07-31,0.0,0.0,0.0,0.0,0.0,2.0
2013-07-30,0.0,1.3,-1.3,0.0,1.0,1.0
2013-07-29,0.0,0.0,0.0,0.0,0.0,1.0
2013-07-28,1.56,0.0,1.56,1.0,0.0,1.0
2013-07-27,1.56,0.0,1.56,1.0,0.0,1.0
2013-07-23,0.0,0.0,0.0,0.0,0.0,2.0
2013-07-21,0.0,0.0,0.0,0.0,0.0,1.0
2013-07-19,0.0,0.0,0.0,0.0,0.0,4.0
2013-07-18,0.0,0.0,0.0,0.0,0.0,1.0
2013-07-16,0.0,0.0,0.0,0.0,0.0,1.0
2013-07-15,2.53,0.0,2.53,1.0,0.0,1.0
2013-07-14,0.0,0.0,0.0,0.0,0.0,1.0
2013-07-13,0.0,0.0,0.0,0.0,0.0,1.0
2013-07-12,1.67,0.0,1.67,2.0,0.0,3.0
2013-07-10,0.0,0.0,0.0,0.0,0.0,2.0
2013-07-09,0.0,0.0,0.0,0.0,0.0,3.0
2013-07-08,0.0,0.0,0.0,0.0,0.0,2.0
2013-07-07,0.0,0.0,0.0,0.0,0.0,1.0
2013-07-06,0.0,0.0,0.0,0.0,0.0,4.0
2013-07-05,0.0,0.84,-0.84,0.0,2.0,2.0
2013-07-04,0.0,0.0,0.0,0.0,0.0,1.0
2013-07-03,0.0,0.0,0.0,0.0,0.0,3.0
2013-07-02,1.1,0.0,1.1,1.0,0.0,9.0
2013-07-01,0.0,0.23,-0.23,0.0,2.0,11.0
2013-06-30,0.0,0.0,0.0,0.0,0.0,6.0
2013-06-28,0.0,0.0,0.0,0.0,0.0,2.0
2013-06-26,0.0,2.095,-2.095,0.0,4.0,4.0
2013-06-25,0.0,0.0,0.0,0.0,0.0,1.0
2013-06-24,0.0,0.0,0.0,0.0,0.0,1.0
2013-06-23,0.0,0.0,0.0,0.0,0.0,1.0
2013-06-22,0.0,2.11,-2.11,0.0,1.0,3.0
2013-06-21,0.0,0.0,0.0,0.0,0.0,1.0
2013-06-20,0.0,0.0,0.0,0.0,0.0,3.0
2013-06-19,0.0,0.0,0.0,0.0,0.0,1.0
2013-06-14,0.0,0.0,0.0,0.0,0.0,1.0
2013-06-13,0.0,0.0,0.0,0.0,0.0,3.0
2013-06-12,0.0,0.0,0.0,0.0,0.0,2.0
2013-06-09,0.0,0.0,0.0,0.0,0.0,3.0
2013-06-07,0.0,1.835,-1.835,0.0,2.0,4.0
2013-06-06,0.0,0.0,0.0,0.0,0.0,3.0
2013-06-03,0.0,0.0,0.0,0.0,0.0,1.0
2013-06-02,0.0,2.71,-2.71,0.0,2.0,4.0
2013-06-01,0.0,0.0,0.0,0.0,0.0,4.0
2013-05-31,0.0,0.0,0.0,0.0,0.0,5.0
2013-05-30,1.5,0.0,1.5,3.0,0.0,9.0
2013-05-29,2.0,0.0,2.0,1.0,0.0,8.0
2013-05-28,0.0,0.0,0.0,0.0,0.0,4.0
2013-05-26,2.25,0.0,2.25,2.0,0.0,4.0
2013-05-25,1.2,0.0,1.2,1.0,0.0,1.0
2013-05-24,1.79,0.0,1.79,2.0,0.0,7.0
2013-05-23,1.91,0.0,1.91,2.0,0.0,9.0
2013-05-22,0.0,0.0,0.0,0.0,0.0,5.0
2013-05-21,0.0,0.0,0.0,0.0,0.0,3.0
2013-05-20,0.0,0.0,0.0,0.0,0.0,1.0
2013-05-19,0.0,0.0,0.0,0.0,0.0,2.0
2013-05-18,0.0,1.33,-1.33,0.0,1.0,1.0
2013-05-17,2.186667,0.0,2.186667,3.0,0.0,8.0
2013-05-16,3.22,0.0,3.22,1.0,0.0,5.0
2013-05-15,0.0,0.0,0.0,0.0,0.0,11.0
2013-05-14,0.0,0.0,0.0,0.0,0.0,6.0
2013-05-13,2.56,0.0,2.56,1.0,0.0,6.0
2013-05-12,0.0,0.0,0.0,0.0,0.0,1.0
2013-05-10,1.69,0.0,1.69,1.0,0.0,3.0
2013-05-09,0.0,0.0,0.0,0.0,0.0,5.0
2013-05-08,1.9,0.0,1.9,2.0,0.0,9.0
2013-05-07,2.0,2.39,-0.39,1.0,1.0,10.0
2013-05-06,0.0,0.0,0.0,0.0,0.0,9.0
2013-05-05,1.6,0.0,1.6,1.0,0.0,5.0
2013-05-04,1.13,0.0,1.13,1.0,0.0,3.0
2013-05-03,1.8,1.73,0.07,2.0,2.0,15.0
2013-05-02,2.18,2.333333,-0.153333,1.0,3.0,14.0
2013-05-01,1.98,2.22,-0.24,1.0,1.0,12.0
2013-04-30,2.1,0.22,1.88,1.0,1.0,5.0
2013-04-29,0.23,0.0,0.23,1.0,0.0,6.0
2013-04-28,1.4,0.0,1.4,1.0,0.0,10.0
2013-04-27,2.22,2.78,-0.56,1.0,1.0,7.0
2013-04-26,0.49,0.21,0.28,1.0,1.0,9.0
2013-04-25,0.555,2.0025,-1.4475,2.0,4.0,16.0
2013-04-24,2.263333,1.08,1.183333,3.0,1.0,21.0
2013-04-23,1.66,0.96,0.7,7.0,1.0,17.0
2013-04-22,2.21,2.2,0.01,2.0,1.0,12.0
2013-04-21,1.9,2.433333,-0.533333,1.0,3.0,9.0
2013-04-20,1.336667,1.44,-0.103333,3.0,1.0,11.0
2013-04-19,1.3925,1.61,-0.2175,4.0,1.0,10.0
2013-04-18,2.21,1.89,0.32,2.0,1.0,17.0
2013-04-17,2.02,2.44,-0.42,3.0,2.0,14.0
2013-04-16,1.945714,1.605,0.340714,7.0,2.0,35.0
2013-04-15,2.0,2.513333,-0.513333,1.0,3.0,26.0
2013-04-14,1.502,0.0,1.502,5.0,0.0,24.0
2013-04-13,2.143333,1.2025,0.940833,3.0,4.0,38.0
2013-04-12,1.205,1.655714,-0.450714,4.0,7.0,40.0
2013-04-11,1.64,2.145833,-0.505833,17.0,12.0,139.0
2013-04-10,1.829524,2.038889,-0.209365,21.0,9.0,117.0
2013-04-09,1.869524,1.681429,0.188095,21.0,7.0,83.0
2013-04-08,2.31,1.838,0.472,8.0,5.0,52.0
2013-04-07,2.293,1.99,0.303,10.0,1.0,31.0
2013-04-06,2.14,1.89,0.25,1.0,1.0,7.0
2013-04-05,2.15,0.06,2.09,2.0,1.0,14.0
2013-04-04,1.313333,1.75,-0.436667,6.0,4.0,26.0
2013-04-03,1.551,1.947778,-0.396778,10.0,9.0,122.0
2013-04-02,1.998571,2.15,-0.151429,7.0,6.0,31.0
2013-04-01,2.13,1.54,0.59,6.0,2.0,43.0
2013-03-31,2.11,0.0,2.11,1.0,0.0,5.0
2013-03-30,1.56,0.0,1.56,1.0,0.0,4.0
2013-03-29,0.0,0.0,0.0,0.0,0.0,2.0
2013-03-28,1.65,1.32,0.33,2.0,1.0,19.0
2013-03-27,2.365,0.0,2.365,4.0,0.0,7.0
2013-03-26,2.505714,0.0,2.505714,7.0,0.0,23.0
2013-03-25,2.573333,2.22,0.353333,6.0,1.0,12.0
2013-03-24,2.0,0.0,2.0,3.0,0.0,8.0
2013-03-23,0.0,0.0,0.0,0.0,0.0,4.0
2013-03-22,0.0,2.06,-2.06,0.0,1.0,8.0
2013-03-21,1.8825,0.0,1.8825,4.0,0.0,21.0
2013-03-19,2.38,0.0,2.38,1.0,0.0,1.0
2013-03-18,2.82,0.0,2.82,1.0,0.0,2.0
2013-03-17,2.03,0.0,2.03,1.0,0.0,1.0
2013-03-16,0.0,0.0,0.0,0.0,0.0,5.0
2013-03-13,0.0,0.0,0.0,0.0,0.0,2.0
2013-03-12,0.0,0.0,0.0,0.0,0.0,4.0
2013-03-10,0.0,0.0,0.0,0.0,0.0,1.0
2013-03-09,0.0,0.0,0.0,0.0,0.0,1.0
2013-03-06,0.0,0.0,0.0,0.0,0.0,3.0
2013-03-05,0.0,0.0,0.0,0.0,0.0,2.0
2013-03-04,0.0,0.0,0.0,0.0,0.0,2.0
2013-02-28,2.1,0.0,2.1,1.0,0.0,3.0
2013-02-27,2.05,0.0,2.05,2.0,0.0,2.0
2013-02-22,0.0,0.0,0.0,0.0,0.0,1.0
2013-02-20,2.33,0.0,2.33,2.0,0.0,7.0
2013-02-19,1.6,0.0,1.6,2.0,0.0,3.0
2013-02-18,3.0,0.0,3.0,2.0,0.0,3.0
2013-02-14,3.11,0.0,3.11,1.0,0.0,1.0
2013-02-07,2.86,0.0,2.86,1.0,0.0,1.0
2013-02-03,3.11,0.0,3.11,1.0,0.0,1.0
2013-01-31,1.98,0.0,1.98,1.0,0.0,1.0
2013-01-29,0.0,0.0,0.0,0.0,0.0,1.0
2013-01-18,3.11,0.0,3.11,1.0,0.0,1.0
2013-01-17,0.0,0.0,0.0,0.0,0.0,2.0
2013-01-16,1.44,0.0,1.44,1.0,0.0,1.0
2013-01-15,0.0,0.0,0.0,0.0,0.0,1.0
2013-01-13,2.2,0.0,2.2,1.0,0.0,1.0
2013-01-12,1.82,0.0,1.82,1.0,0.0,2.0
2012-12-26,0.0,0.0,0.0,0.0,0.0,1.0
2012-12-25,0.0,0.0,0.0,0.0,0.0,1.0
2012-12-24,0.0,0.0,0.0,0.0,0.0,1.0
2012-12-22,0.0,0.0,0.0,0.0,0.0,1.0
2012-12-19,2.6,0.0,2.6,1.0,0.0,1.0
2012-12-18,0.0,0.0,0.0,0.0,0.0,1.0
2012-12-11,0.0,0.0,0.0,0.0,0.0,2.0
2012-12-10,0.0,0.0,0.0,0.0,0.0,3.0
2012-12-08,0.0,0.0,0.0,0.0,0.0,1.0
2012-12-07,1.81,0.0,1.81,1.0,0.0,1.0
2012-12-04,2.56,0.0,2.56,1.0,0.0,2.0
2012-12-03,0.0,0.0,0.0,0.0,0.0,1.0
2012-11-30,0.0,2.3,-2.3,0.0,1.0,1.0
2012-11-16,0.7,0.0,0.7,1.0,0.0,1.0
2012-11-10,0.0,0.0,0.0,0.0,0.0,1.0
2012-11-01,0.0,0.0,0.0,0.0,0.0,1.0
2012-10-30,0.0,0.0,0.0,0.0,0.0,1.0
2012-10-26,0.0,0.505,-0.505,0.0,2.0,2.0
2012-10-25,0.0,0.0,0.0,0.0,0.0,1.0
2012-10-22,0.0,2.4,-2.4,0.0,1.0,1.0
2012-10-20,0.0,0.0,0.0,0.0,0.0,3.0
2012-10-19,0.0,0.0,0.0,0.0,0.0,2.0
2012-10-17,0.0,2.83,-2.83,0.0,1.0,1.0
2012-10-15,0.0,0.0,0.0,0.0,0.0,1.0
2012-10-10,0.0,1.9,-1.9,0.0,1.0,1.0
2012-10-04,0.78,0.0,0.78,1.0,0.0,1.0
2012-09-29,0.33,0.0,0.33,1.0,0.0,1.0
2012-09-28,0.0,0.0,0.0,0.0,0.0,1.0
2012-09-19,1.61,0.0,1.61,1.0,0.0,1.0
2012-09-17,0.0,0.0,0.0,0.0,0.0,1.0
2012-09-16,1.93,0.0,1.93,1.0,0.0,1.0
2012-09-08,0.0,2.78,-2.78,0.0,1.0,1.0
2012-09-06,0.0,0.0,0.0,0.0,0.0,1.0
2012-09-05,1.725,0.0,1.725,2.0,0.0,4.0
2012-08-28,0.0,0.0,0.0,0.0,0.0,1.0
2012-08-27,0.0,0.0,0.0,0.0,0.0,1.0
2012-08-25,0.0,0.0,0.0,0.0,0.0,1.0
2012-08-24,0.0,0.0,0.0,0.0,0.0,1.0
2012-08-20,1.5,0.0,1.5,1.0,0.0,1.0
2012-08-19,1.95,0.0,1.95,1.0,0.0,1.0
2012-08-17,0.0,0.0,0.0,0.0,0.0,1.0
2012-08-13,2.22,0.0,2.22,1.0,0.0,1.0
2012-08-12,0.0,0.0,0.0,0.0,0.0,1.0
2012-08-10,0.0,0.0,0.0,0.0,0.0,1.0
2012-08-09,0.0,0.0,0.0,0.0,0.0,1.0
2012-08-02,0.0,0.0,0.0,0.0,0.0,1.0
2012-07-29,0.0,0.0,0.0,0.0,0.0,1.0
2012-07-21,0.0,0.0,0.0,0.0,0.0,1.0
2012-07-20,0.0,0.0,0.0,0.0,0.0,1.0
2012-07-19,0.0,0.0,0.0,0.0,0.0,1.0
2012-07-02,2.3,0.0,2.3,1.0,0.0,1.0
2012-06-19,2.05,0.0,2.05,1.0,0.0,1.0
2012-06-13,3.03,0.0,3.03,1.0,0.0,1.0
2012-06-12,1.89,0.0,1.89,1.0,0.0,1.0
2012-06-09,1.5,0.0,1.5,1.0,0.0,1.0
2012-06-04,0.0,2.57,-2.57,0.0,1.0,1.0
2012-06-01,1.77,0.0,1.77,1.0,0.0,1.0
2012-05-24,0.0,0.0,0.0,0.0,0.0,1.0
2012-05-18,0.0,0.0,0.0,0.0,0.0,1.0
2012-05-13,0.0,0.0,0.0,0.0,0.0,1.0
2012-04-29,0.0,0.0,0.0,0.0,0.0,1.0
2012-04-27,0.0,0.0,0.0,0.0,0.0,1.0
2012-04-24,2.06,0.0,2.06,1.0,0.0,1.0
2012-04-23,0.0,0.0,0.0,0.0,0.0,1.0
2012-04-21,2.22,0.0,2.22,1.0,0.0,2.0
2012-04-15,2.67,0.0,2.67,1.0,0.0,1.0
2012-04-13,1.05,0.0,1.05,1.0,0.0,1.0
2012-04-06,2.5,0.0,2.5,1.0,0.0,2.0
2012-04-03,2.66,0.0,2.66,1.0,0.0,1.0
2012-03-23,0.0,2.1,-2.1,0.0,1.0,1.0
2012-03-14,1.85,0.0,1.85,1.0,0.0,1.0
2012-03-11,2.35,0.0,2.35,1.0,0.0,1.0
2012-03-04,0.0,0.95,-0.95,0.0,1.0,1.0
2012-02-07,0.0,0.23,-0.23,0.0,1.0,2.0
2012-02-06,0.0,0.0,0.0,0.0,0.0,1.0
2012-02-05,2.42,0.0,2.42,1.0,0.0,1.0
2012-02-02,2.15,0.0,2.15,1.0,0.0,1.0
2012-01-26,0.0,0.0,0.0,0.0,0.0,1.0
2012-01-19,0.0,0.0,0.0,0.0,0.0,1.0
2012-01-16,0.0,0.0,0.0,0.0,0.0,1.0
2012-01-08,2.75,0.0,2.75,1.0,0.0,1.0
2012-01-06,2.38,0.0,2.38,1.0,0.0,1.0
2012-01-01,2.1,0.0,2.1,1.0,0.0,1.0
2011-12-22,0.0,0.0,0.0,0.0,0.0,1.0
2011-12-20,0.0,0.0,0.0,0.0,0.0,1.0
2011-12-18,2.16,0.0,2.16,1.0,0.0,1.0
2011-12-04,2.22,0.0,2.22,1.0,0.0,1.0
2011-12-03,1.18,0.0,1.18,1.0,0.0,1.0
2011-11-30,2.29,0.0,2.29,1.0,0.0,1.0
2011-11-25,1.89,0.0,1.89,1.0,0.0,1.0
2011-11-20,0.0,0.0,0.0,0.0,0.0,2.0
2011-11-06,0.0,2.5,-2.5,0.0,1.0,1.0
2011-10-24,0.0,0.0,0.0,0.0,0.0,1.0
2011-10-18,0.0,0.0,0.0,0.0,0.0,2.0
2011-10-10,2.35,0.0,2.35,2.0,0.0,2.0
2011-09-30,1.46,0.0,1.46,1.0,0.0,1.0
2011-09-19,1.11,0.0,1.11,1.0,0.0,1.0
2011-09-09,1.8,0.0,1.8,1.0,0.0,1.0
2011-08-23,0.0,0.0,0.0,0.0,0.0,1.0
2011-08-14,2.03,0.0,2.03,1.0,0.0,1.0
2011-07-26,1.54,0.0,1.54,1.0,0.0,1.0
2011-07-19,0.76,0.0,0.76,1.0,0.0,1.0
2011-07-18,1.93,0.0,1.93,1.0,0.0,3.0
2011-07-11,2.45,0.0,2.45,1.0,0.0,1.0
2011-06-27,0.0,0.0,0.0,0.0,0.0,2.0
